,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius
year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 BHS,24.375,24.025000000000002,23.924999999999997,24.49166666666667,24.416666666666668,23.88333333333333,24.375,23.474999999999998,23.883333333333336,23.916666666666668,24.375,24.808333333333334,24.375,24.650000000000002,24.925,23.975000000000005,24.041666666666668,24.25833333333333,24.441666666666666,24.36666666666667,24.09166666666667,25.141666666666666,24.316666666666666,24.233333333333334,24.38333333333333,24.791666666666668,24.466666666666665,24.516666666666666,24.875000000000004,25.333333333333332,25.266666666666666,24.5,24.766666666666666,25.34166666666667,24.825000000000003,24.466666666666665,24.974999999999998,25.174999999999997,24.749999999999996,24.633333333333336,24.74166666666667,25.10833333333333,24.974999999999994,24.775000000000002,24.8,24.908333333333335,25.216666666666665,24.883333333333336,25.03333333333333,24.083333333333332,25.191666666666666,24.925,25.11666666666667,25.116666666666664,26.008333333333336,25.433333333333337,25.575,25.35833333333333,25.849999999999998,25.900000000000002
 BIH,9.875000000000002,8.733333333333334,8.883333333333333,8.674999999999999,8.65,9.541666666666666,9.258333333333335,9.2,8.666666666666666,8.875,8.983333333333334,9.1,8.808333333333334,9.208333333333334,9.333333333333334,8.508333333333335,9.525,8.3,9.391666666666666,8.258333333333333,9.125000000000002,9.508333333333333,9.483333333333333,8.75,8.766666666666667,9.066666666666665,8.841666666666667,9.541666666666666,9.541666666666666,9.991666666666665,8.825000000000001,10.041666666666666,9.491666666666669,10.733333333333333,9.466666666666667,8.866666666666667,9.374999999999998,9.766666666666666,9.9,10.891666666666666,9.916666666666666,10.575,9.983333333333333,9.608333333333334,9.083333333333334,9.883333333333333,10.799999999999999,10.775,10.6,9.8,10.4,10.725,10.550000000000002,11.049999999999999,10.975000000000001,10.583333333333334,10.641666666666666,11.416666666666666,11.424999999999999,10.966666666666667
 BLR,7.066666666666667,5.891666666666667,5.425,5.941666666666667,5.075,6.6499999999999995,6.816666666666666,5.858333333333333,4.824999999999999,5.875,6.574999999999999,6.891666666666667,6.45,6.983333333333333,8.05,5.1,6.25,5.416666666666668,6.075,5.183333333333333,6.7250000000000005,6.858333333333333,7.683333333333334,6.558333333333334,4.958333333333333,6.233333333333333,4.6000000000000005,6.641666666666667,8.266666666666666,7.95,7.175,7.391666666666666,6.333333333333333,6.983333333333333,7.133333333333334,5.733333333333333,6.533333333333332,6.7416666666666645,7.883333333333333,8.108333333333333,7.224999999999999,7.866666666666668,6.841666666666666,7.058333333333334,7.083333333333333,7.183333333333334,8.083333333333334,8.225,7.391666666666666,6.95,7.708333333333335,7.058333333333333,7.766666666666668,8.016666666666666,8.716666666666665,7.916666666666667,7.7749999999999995,8.141666666666667,8.883333333333333,9.199999999999998
 BLZ,24.900000000000002,24.599999999999994,24.71666666666667,24.883333333333336,24.75,24.59166666666667,24.60833333333333,24.424999999999997,25.04166666666666,24.775000000000002,24.675,25.224999999999998,25.0,24.616666666666664,25.08333333333334,24.725000000000005,25.09166666666667,24.941666666666666,25.058333333333337,25.275000000000002,24.941666666666666,25.266666666666666,25.391666666666666,24.75,25.108333333333334,25.11666666666667,25.39166666666667,25.333333333333332,25.125,25.324999999999992,25.325000000000003,25.150000000000002,25.03333333333333,25.383333333333336,25.45,25.058333333333334,25.524999999999995,25.775000000000002,25.0,25.2,25.533333333333335,25.691666666666663,25.78333333333333,25.7,25.650000000000002,25.59166666666667,25.516666666666666,25.549999999999997,25.875,25.25,25.741666666666664,25.79166666666666,25.675,25.60833333333333,26.125,26.2,25.974999999999994,25.424999999999997,25.95,26.21666666666667
 BOL,21.349999999999998,20.808333333333337,21.35833333333333,20.874999999999996,21.225000000000005,21.316666666666666,21.424999999999997,21.083333333333332,21.75833333333333,21.433333333333334,20.675,21.166666666666668,21.183333333333334,20.583333333333336,20.741666666666664,20.491666666666667,20.73333333333333,20.691666666666666,20.55,20.833333333333332,20.433333333333334,20.78333333333333,21.258333333333336,20.866666666666667,21.166666666666668,21.141666666666666,21.649999999999995,21.40833333333333,20.708333333333332,20.849999999999998,21.15833333333333,20.858333333333334,21.10833333333333,21.55,21.166666666666668,20.683333333333334,21.233333333333334,21.258333333333333,20.616666666666667,20.775000000000002,20.716666666666665,20.916666666666668,20.599999999999998,21.0,20.73333333333333,20.950000000000003,20.599999999999998,20.40833333333333,20.73333333333333,20.908333333333335,20.833333333333332,20.825,20.591666666666665,21.183333333333334,21.441666666666666,21.066666666666666,21.158333333333335,20.725,21.075,21.53333333333333
 BRA,25.183333333333334,24.88333333333334,25.224999999999998,24.849999999999998,25.041666666666668,25.141666666666666,25.066666666666666,24.725000000000005,25.291666666666668,25.150000000000002,24.525000000000002,25.025000000000002,25.066666666666666,24.466666666666665,24.525000000000002,24.475000000000005,24.95,24.8,24.774999999999995,24.958333333333332,24.75,24.900000000000002,25.075,24.891666666666666,24.849999999999998,25.0,25.349999999999998,25.13333333333333,24.783333333333335,25.11666666666667,25.066666666666663,24.924999999999997,25.016666666666666,25.13333333333333,25.308333333333326,25.108333333333334,25.40833333333333,25.708333333333332,25.2,25.175,25.424999999999997,25.674999999999997,25.524999999999995,25.466666666666665,25.708333333333332,25.508333333333336,25.608333333333338,25.316666666666663,25.50833333333333,25.724999999999998,25.441666666666666,25.616666666666664,25.583333333333332,25.741666666666664,26.058333333333334,25.891666666666666,25.83333333333333,25.641666666666666,26.0,25.99166666666667
 BRB,25.98333333333333,25.900000000000002,26.149999999999995,25.758333333333336,25.833333333333332,26.033333333333335,25.75,25.758333333333336,26.450000000000003,26.075000000000003,25.61666666666667,25.883333333333336,26.158333333333335,25.733333333333334,25.758333333333336,25.691666666666666,26.191666666666674,26.308333333333334,26.45,26.591666666666665,26.575,26.216666666666665,26.599999999999998,26.083333333333332,25.96666666666667,26.23333333333333,27.091666666666665,26.708333333333332,26.208333333333332,26.508333333333336,26.525000000000002,26.308333333333337,26.658333333333335,26.358333333333334,26.7,26.46666666666667,26.658333333333335,27.224999999999998,26.766666666666666,26.433333333333334,26.691666666666666,26.65833333333333,26.91666666666666,26.599999999999998,26.941666666666666,26.783333333333335,26.59166666666667,26.483333333333334,26.8,27.166666666666668,26.758333333333336,26.616666666666664,26.708333333333332,26.749999999999996,27.066666666666666,27.041666666666668,26.86666666666667,26.549999999999997,26.833333333333332,26.908333333333335
 BRN,25.941666666666666,25.808333333333334,25.791666666666668,25.849999999999998,25.716666666666665,26.066666666666666,25.83333333333334,25.78333333333333,26.00833333333333,25.91666666666667,25.95833333333334,26.308333333333334,26.425,26.008333333333326,26.066666666666666,25.70833333333334,25.899999999999995,26.04166666666666,26.125000000000004,26.108333333333338,26.35833333333333,26.391666666666666,26.66666666666667,25.950000000000003,26.141666666666666,26.175,26.516666666666666,26.333333333333332,26.133333333333336,26.433333333333337,26.475000000000005,26.341666666666665,26.28333333333333,26.349999999999998,26.375,26.275000000000002,26.59166666666667,26.95,26.458333333333332,26.51666666666667,26.599999999999998,26.666666666666668,26.5,26.45833333333333,26.533333333333335,26.491666666666664,26.399999999999995,26.150000000000002,26.541666666666668,26.483333333333334,26.383333333333336,26.608333333333334,26.675,26.516666666666666,26.858333333333334,27.14166666666667,26.70833333333334,26.783333333333335,26.974999999999998,26.816666666666663
 BTN,11.666666666666664,11.358333333333333,11.083333333333334,11.658333333333331,10.85,11.558333333333332,11.041666666666666,10.958333333333334,11.641666666666667,11.524999999999999,11.183333333333332,11.683333333333332,11.733333333333334,11.716666666666667,11.683333333333332,11.641666666666666,11.366666666666667,11.233333333333334,11.816666666666668,11.65,11.533333333333333,11.475000000000001,11.174999999999999,11.791666666666666,11.783333333333333,11.358333333333334,11.616666666666665,12.049999999999999,11.66666666666667,11.591666666666667,11.291666666666666,11.066666666666668,11.491666666666667,11.708333333333334,11.975000000000001,11.733333333333333,11.033333333333333,12.216666666666667,12.366666666666667,11.508333333333333,12.158333333333333,11.85,11.908333333333333,11.941666666666668,12.183333333333335,12.633333333333333,12.475000000000001,12.083333333333334,12.85,12.741666666666665,12.041666666666666,11.716666666666667,11.841666666666667,12.149999999999999,11.899999999999999,12.308333333333335,12.258333333333333,11.875,12.058333333333335,11.949999999999998
 BWA,21.399999999999995,21.558333333333334,21.09166666666667,21.274999999999995,21.400000000000002,21.666666666666668,21.008333333333336,21.191666666666666,21.583333333333332,21.91666666666666,21.275000000000002,21.38333333333333,21.575,20.775,21.008333333333336,20.61666666666667,21.491666666666664,21.2,21.633333333333336,21.191666666666666,21.108333333333334,21.75,22.349999999999998,22.083333333333332,21.891666666666666,21.78333333333333,22.266666666666666,21.55,21.441666666666666,21.90833333333333,21.70833333333334,22.558333333333334,22.108333333333334,21.575000000000003,22.208333333333332,21.633333333333336,21.816666666666666,22.425,22.21666666666667,21.516666666666666,21.916666666666668,22.108333333333334,22.383333333333336,22.458333333333332,22.858333333333334,21.90833333333333,22.2,22.325,22.45,22.466666666666665,21.908333333333335,22.191666666666666,22.058333333333337,22.141666666666666,22.791666666666668,22.799999999999997,22.233333333333334,22.433333333333337,23.100000000000005,22.175
 CAF,24.933333333333334,24.95833333333333,25.13333333333333,24.858333333333334,25.049999999999997,25.049999999999997,24.533333333333335,24.841666666666665,25.208333333333332,25.166666666666668,24.38333333333333,24.799999999999997,25.008333333333336,24.349999999999998,24.374999999999996,24.5,24.666666666666668,24.633333333333336,24.925,24.99166666666666,24.816666666666674,24.808333333333326,25.175,24.75833333333333,24.841666666666665,24.974999999999998,25.308333333333334,25.083333333333332,24.71666666666667,25.191666666666663,25.0,24.71666666666667,24.774999999999995,24.725000000000005,25.016666666666666,24.933333333333326,25.374999999999996,25.61666666666667,24.89166666666667,25.149999999999995,25.116666666666664,25.208333333333332,25.40833333333333,25.61666666666667,25.691666666666666,25.516666666666666,25.508333333333326,25.350000000000005,25.849999999999998,25.816666666666663,25.291666666666668,25.316666666666666,25.408333333333335,25.325000000000003,25.433333333333334,25.549999999999997,25.316666666666666,25.283333333333335,25.558333333333334,25.5
 CAN,-7.591666666666666,-7.258333333333333,-7.025000000000001,-7.924999999999998,-7.908333333333334,-7.691666666666666,-7.708333333333333,-7.175,-6.966666666666666,-7.516666666666667,-7.358333333333333,-9.216666666666667,-6.691666666666666,-8.050000000000002,-7.483333333333332,-7.175000000000002,-6.324999999999999,-7.7749999999999995,-7.533333333333335,-6.766666666666666,-5.3,-8.333333333333334,-7.283333333333334,-7.158333333333332,-7.241666666666667,-7.241666666666667,-5.883333333333334,-6.399999999999999,-7.475000000000001,-7.449999999999999,-6.808333333333334,-7.3166666666666655,-6.916666666666667,-6.733333333333332,-6.733333333333333,-7.433333333333334,-6.608333333333333,-5.141666666666666,-5.8,-6.575,-5.8,-6.716666666666666,-6.241666666666666,-7.291666666666667,-5.708333333333333,-5.041666666666667,-6.458333333333333,-6.716666666666669,-6.541666666666664,-4.616666666666666,-6.108333333333332,-5.824999999999999,-6.7,-6.641666666666668,-6.300000000000001,-5.441666666666666,-6.133333333333334,-7.058333333333334,-6.741666666666666,-6.666666666666665
 CHE,5.933333333333331,4.258333333333334,4.083333333333333,5.199999999999999,4.216666666666666,5.158333333333333,5.141666666666667,4.733333333333333,4.508333333333334,4.566666666666667,4.916666666666666,4.566666666666666,4.7250000000000005,5.25,5.2,5.1,5.1000000000000005,4.358333333333333,4.866666666666666,4.366666666666667,4.941666666666666,5.625,5.608333333333334,4.633333333333334,4.6499999999999995,5.0,4.891666666666667,5.783333333333334,5.925000000000001,6.05,5.158333333333332,5.7749999999999995,5.358333333333334,6.574999999999999,5.558333333333334,4.7749999999999995,6.041666666666667,5.758333333333333,5.758333333333334,6.349999999999999,5.758333333333334,6.374999999999999,6.2,5.6499999999999995,5.449999999999999,6.125,6.216666666666665,5.833333333333333,6.033333333333334,4.95,6.675000000000001,6.058333333333334,5.625000000000001,6.991666666666667,6.966666666666666,6.3500000000000005,6.458333333333335,7.25,6.908333333333332,7.291666666666668
 CHL,8.291666666666666,8.7,8.308333333333335,8.183333333333332,8.425,8.283333333333333,8.350000000000001,8.624999999999998,8.641666666666667,8.499999999999998,7.883333333333334,8.233333333333333,8.158333333333333,8.100000000000003,8.2,7.958333333333332,8.608333333333333,8.674999999999999,8.533333333333335,8.533333333333333,8.591666666666667,8.566666666666665,8.683333333333334,7.95,8.725,8.525,8.950000000000001,8.358333333333333,8.741666666666667,8.583333333333334,8.391666666666666,8.333333333333334,8.633333333333333,8.833333333333334,8.558333333333332,8.6,8.841666666666669,9.075000000000001,8.566666666666666,8.116666666666669,8.441666666666666,8.291666666666666,8.766666666666667,8.950000000000001,8.483333333333333,8.85,8.108333333333333,8.866666666666665,8.733333333333333,8.441666666666666,8.691666666666666,8.866666666666665,8.941666666666666,8.775,9.041666666666666,9.075,9.083333333333334,8.808333333333332,8.883333333333333,9.183333333333335
 CHN,6.4750000000000005,6.183333333333334,6.408333333333334,6.074999999999999,6.124999999999999,6.266666666666668,5.833333333333332,6.1000000000000005,5.766666666666666,5.941666666666666,6.266666666666667,6.191666666666666,6.583333333333333,6.066666666666666,6.549999999999998,5.908333333333332,6.241666666666666,6.499999999999999,6.5249999999999995,6.3999999999999995,6.4333333333333345,6.666666666666667,6.416666666666667,6.000000000000001,6.208333333333333,6.333333333333332,6.658333333333334,6.758333333333334,6.733333333333334,7.000000000000001,6.575,6.374999999999999,6.408333333333332,6.991666666666668,6.766666666666668,6.425000000000001,6.825000000000002,7.508333333333334,7.300000000000001,6.749999999999999,7.108333333333333,7.3500000000000005,7.033333333333334,7.308333333333333,6.966666666666668,7.4750000000000005,7.7250000000000005,7.166666666666668,7.283333333333334,7.041666666666665,6.8999999999999995,6.599999999999999,7.233333333333333,7.2250000000000005,7.500000000000001,7.4416666666666655,7.6166666666666645,7.241666666666666,7.533333333333335,7.458333333333333
 CIV,26.308333333333334,26.283333333333335,26.558333333333334,26.099999999999998,26.075,26.46666666666667,26.099999999999998,26.366666666666664,26.724999999999994,26.625,25.816666666666666,26.041666666666668,26.54166666666667,25.941666666666663,25.825,25.608333333333334,26.21666666666667,25.991666666666664,26.308333333333337,26.325,26.400000000000006,26.025000000000002,26.633333333333336,26.475000000000005,26.283333333333335,26.14999999999999,27.01666666666667,26.516666666666666,26.34166666666667,26.474999999999998,26.441666666666666,26.266666666666666,26.39166666666667,26.366666666666664,26.599999999999998,26.591666666666665,26.616666666666664,27.175,26.51666666666667,26.50833333333333,26.58333333333334,26.83333333333333,26.8,26.808333333333334,26.983333333333334,26.741666666666664,26.883333333333336,26.449999999999992,26.841666666666672,27.133333333333336,26.808333333333337,26.53333333333333,26.758333333333336,26.799999999999997,27.0,27.266666666666662,27.125,26.966666666666665,26.766666666666666,27.13333333333333
 CMR,24.5,24.633333333333336,24.866666666666664,24.558333333333334,24.625,24.75,24.416666666666668,24.575,24.941666666666663,24.841666666666665,24.158333333333335,24.49166666666667,24.750000000000004,24.11666666666667,24.125,24.066666666666663,24.425,24.34166666666667,24.708333333333332,24.683333333333337,24.38333333333333,24.408333333333328,24.691666666666666,24.525000000000002,24.441666666666666,24.450000000000003,24.96666666666667,24.683333333333337,24.408333333333335,24.891666666666666,24.675,24.358333333333334,24.508333333333336,24.50833333333333,24.741666666666664,24.575000000000003,24.691666666666666,25.28333333333333,24.65833333333333,24.608333333333334,24.7,24.86666666666667,24.916666666666668,25.008333333333336,25.041666666666668,24.941666666666666,24.941666666666663,24.741666666666664,25.075000000000003,25.233333333333338,24.883333333333336,24.849999999999998,24.933333333333334,24.983333333333334,25.0,25.275000000000002,25.0,25.0,24.941666666666663,25.275000000000002
 COD,23.866666666666664,23.86666666666667,23.95,23.88333333333333,23.925,24.091666666666665,23.858333333333334,23.833333333333332,24.23333333333333,24.150000000000002,23.79166666666666,23.966666666666665,24.100000000000005,23.708333333333332,23.691666666666663,23.76666666666667,24.09166666666667,24.033333333333335,24.11666666666667,24.150000000000002,24.141666666666666,24.108333333333334,24.458333333333332,24.141666666666666,24.05,24.09166666666667,24.60833333333333,24.36666666666667,24.025000000000006,24.366666666666664,24.149999999999995,24.08333333333334,24.04166666666666,24.075000000000003,24.38333333333333,24.08333333333333,24.283333333333335,24.583333333333332,24.049999999999997,24.274999999999995,24.400000000000002,24.524999999999995,24.55,24.525000000000002,24.741666666666664,24.466666666666665,24.46666666666667,24.33333333333334,24.566666666666666,24.74166666666666,24.26666666666667,24.20833333333334,24.325,24.25833333333333,24.349999999999994,24.558333333333337,24.41666666666666,24.325000000000003,24.391666666666666,24.483333333333334
 COG,24.316666666666666,24.5,24.658333333333328,24.45833333333333,24.54166666666666,24.766666666666666,24.441666666666666,24.508333333333336,24.841666666666665,24.758333333333336,24.283333333333335,24.425,24.566666666666666,24.0,24.041666666666668,23.875,24.316666666666666,24.224999999999998,24.75833333333333,24.533333333333335,24.691666666666666,24.483333333333338,24.891666666666666,24.783333333333335,24.60833333333333,24.641666666666666,25.09166666666667,24.825,24.61666666666667,24.808333333333334,24.599999999999998,24.325000000000003,24.400000000000002,24.433333333333334,24.691666666666663,24.375,24.566666666666663,25.266666666666666,24.575,24.591666666666665,24.79166666666666,24.88333333333334,24.833333333333332,24.933333333333334,25.016666666666666,24.991666666666664,24.900000000000002,24.76666666666667,24.925,25.200000000000003,24.758333333333336,24.8,24.933333333333334,24.875,25.000000000000004,25.34166666666667,25.016666666666666,25.166666666666668,25.10833333333333,25.474999999999994
 COL,24.566666666666666,24.474999999999998,24.641666666666666,24.34166666666667,24.399999999999995,24.508333333333336,24.100000000000005,24.10833333333333,24.674999999999997,24.35833333333333,23.825,24.491666666666664,24.399999999999995,23.84166666666667,23.78333333333333,23.98333333333333,24.508333333333336,24.391666666666666,24.45,24.666666666666668,24.408333333333335,24.525000000000002,25.075,24.191666666666666,24.191666666666663,24.325000000000003,24.883333333333336,24.40833333333333,24.13333333333333,24.541666666666668,24.66666666666666,24.775000000000002,24.599999999999998,24.566666666666666,24.76666666666667,24.433333333333334,24.841666666666658,25.125,24.274999999999995,24.224999999999998,24.64166666666667,24.791666666666668,24.883333333333336,24.675,24.775000000000002,24.625000000000004,24.55,24.308333333333334,24.78333333333333,24.991666666666664,24.633333333333336,24.816666666666674,24.983333333333334,25.091666666666665,25.416666666666668,25.483333333333338,24.908333333333335,24.84166666666667,25.216666666666665,25.141666666666666
 COM,24.675,24.175,23.98333333333333,23.925,23.866666666666664,24.466666666666665,24.375,23.941666666666666,24.541666666666668,24.375,23.74166666666667,24.025000000000002,24.041666666666668,23.633333333333336,23.791666666666668,23.86666666666667,24.233333333333334,24.108333333333334,24.15833333333333,24.166666666666668,23.974999999999994,24.125,24.366666666666664,23.71666666666667,23.849999999999998,23.99166666666667,24.525000000000006,24.500000000000004,23.849999999999998,24.308333333333337,24.141666666666666,24.25833333333333,24.174999999999997,24.425000000000008,24.374999999999996,24.183333333333334,24.45833333333333,24.725000000000005,24.29166666666667,24.308333333333326,24.391666666666666,24.383333333333336,24.433333333333337,24.316666666666666,24.625,24.48333333333333,24.766666666666666,24.349999999999998,24.683333333333334,24.75833333333333,24.583333333333332,24.500000000000004,24.575,24.59166666666667,24.816666666666666,24.616666666666664,24.849999999999998,24.675,25.008333333333336,24.950000000000003
 CPV,23.16666666666666,23.150000000000002,23.166666666666668,23.025000000000002,22.683333333333337,23.13333333333333,22.599999999999998,22.641666666666666,23.441666666666663,23.25,22.349999999999998,22.583333333333332,22.858333333333334,22.291666666666668,22.491666666666664,22.45,22.925,22.76666666666667,22.98333333333333,22.7,22.975000000000005,22.566666666666666,23.216666666666665,22.78333333333333,22.59166666666667,22.608333333333334,23.25,22.90833333333333,22.833333333333332,23.15833333333333,22.908333333333335,22.933333333333334,22.933333333333334,22.833333333333332,22.974999999999998,23.166666666666668,23.41666666666667,23.53333333333333,22.891666666666666,23.083333333333332,23.375000000000004,23.275000000000002,23.258333333333336,23.316666666666663,23.525000000000002,23.25,23.26666666666667,23.374999999999996,23.075000000000003,23.658333333333335,23.183333333333334,23.241666666666664,23.316666666666663,23.2,23.291666666666668,23.358333333333334,23.508333333333336,22.941666666666666,23.100000000000005,23.716666666666665
 CRI,24.25,24.025000000000002,24.316666666666666,24.308333333333334,24.45,24.491666666666664,24.049999999999997,23.849999999999998,24.21666666666667,23.858333333333334,23.700000000000003,24.25,24.258333333333336,23.766666666666666,23.708333333333332,23.941666666666666,24.24166666666667,24.39166666666667,24.46666666666667,24.575,24.38333333333333,24.566666666666663,24.983333333333334,24.099999999999998,24.34166666666667,24.408333333333335,25.041666666666668,24.791666666666668,24.558333333333334,24.799999999999997,24.916666666666668,24.916666666666668,24.900000000000002,24.874999999999996,24.86666666666667,24.366666666666664,24.924999999999997,25.108333333333334,24.183333333333334,24.433333333333337,24.849999999999998,25.008333333333336,25.041666666666668,24.875,24.75833333333333,24.925,24.725000000000005,24.683333333333337,25.10833333333333,24.916666666666668,24.74166666666667,24.758333333333326,24.891666666666666,25.05,25.066666666666666,25.158333333333335,24.941666666666666,24.533333333333335,24.908333333333335,25.08333333333334
 CUB,25.25833333333333,25.033333333333335,24.958333333333332,25.349999999999998,25.21666666666667,24.808333333333334,25.09166666666667,24.500000000000004,24.891666666666666,24.75833333333333,25.0,25.325,25.125,25.166666666666668,25.424999999999997,24.758333333333336,24.900000000000002,25.041666666666668,25.174999999999997,25.233333333333334,24.98333333333333,25.71666666666667,25.174999999999997,25.000000000000004,25.150000000000002,25.38333333333333,25.466666666666665,25.40833333333333,25.54166666666666,25.899999999999995,25.95833333333334,25.49166666666667,25.63333333333333,26.099999999999998,25.691666666666666,25.208333333333332,25.86666666666667,26.058333333333337,25.566666666666663,25.5,25.633333333333336,26.0,25.941666666666666,25.700000000000003,25.633333333333336,25.849999999999998,25.891666666666666,25.541666666666668,25.691666666666666,24.90833333333333,25.68333333333334,25.633333333333336,25.86666666666667,25.916666666666668,26.58333333333333,26.175,26.208333333333332,26.049999999999997,26.41666666666667,26.46666666666667
 CYP,18.75,19.775000000000002,19.258333333333333,18.475,18.791666666666668,19.85,18.108333333333334,19.15,19.275000000000002,19.366666666666664,18.816666666666666,18.3,19.008333333333333,18.891666666666666,18.441666666666666,18.10833333333333,18.624999999999996,19.024999999999995,19.274999999999995,18.425,19.091666666666665,18.10833333333333,18.283333333333335,18.525000000000002,18.916666666666668,18.958333333333332,18.541666666666664,18.483333333333334,18.666666666666668,18.749999999999996,18.708333333333336,17.675,18.641666666666666,19.566666666666666,18.933333333333334,19.224999999999998,18.4,19.8,19.908333333333335,19.225,20.258333333333333,19.541666666666668,19.666666666666668,19.48333333333333,19.366666666666667,19.233333333333334,19.675,19.783333333333335,19.775000000000002,21.075,19.291666666666668,20.066666666666666,20.099999999999998,20.2,19.583333333333332,20.308333333333334,19.849999999999998,20.808333333333334,20.15,20.474999999999998
